school,original_publication_date,sentence_lowered,period
german_idealism,1788,"a human being can also be for me an object of love, fear, or admiration even to the point of amazement, and yet not be for me therefore an object of respect.",modern
german_idealism,1788,"other is of the greatest importance in all moral judgmen to attend with the utmost exactness to the subjective principle of all maxims, so that all the morality of actions is posited in their necessity from duty and from respect for the law, not in their necessity from love and fondne for what the actions are to produce.",modern
german_idealism,1788,"it is very beautiful to do good to human beings from love for them and from compassiona benevolence, or to be just from love of order; but this is not yet our conduct's genuine moral maxim appropriate to our station than a moral one; and that for knowledge of human beings it is very good and, for a psychological aim, even very useful wherever we use this expression to attend to the secret and surprising while yet frequently encountered regard that the human being in his judgments has for the moral law.",modern
german_idealism,1788,"we are subject to a discipline of reason, and in all our maxims must not forget to be submissive to it, not to detract from it in any way, and not to curtail in any way through delusion based on self love the authority of the law (even though our own reason gives it) by positing the determining basis of our will, even if in conformity with the law, still in something other than the law itself and in respect for this law.",modern
german_idealism,1788,"with this, however, the possibility of such a comma as love god above all and your neighbor as yourself agrees quite well.",modern
german_idealism,1788,"for as a command it does demand respect for a law that orders love, and does not leave it to one's discretiona choice to make this love one's principle.",modern
german_idealism,1788,but love for god as inclination (pathological love) is impossible; for he is not an einbildung.,modern
german_idealism,1788,"of morals, ak. the principle a of one's own happiness, which some want to turn into the supreme principle of morality, gives rise to an odd contrast with this law; this principle would say: love yourself above all, but love god and your neighbor for your own sake.",modern
german_idealism,1788,"the same love toward human beings is indeed possible, but cannot be commanded; for no human being has it within his power to love someone merely on someone's order.",modern
german_idealism,1788,therefore it is only practical love which is understood in that kernel of all laws.,modern
german_idealism,1788,"to love god, in this signification, means to fulfill his commands gladly; to love one's neighbor means to perform all duty toward him gladly.",modern
german_idealism,1788,"hence they always make it necessary for the creature on account of them, to base the attitude of his maxims on moral necessitation .e., not on willing acquiescence but on respect, which demands compliance with the law even if this were done reluctant rather than on love, which does not gerne, also rendered as 'being glad to' below.",modern
german_idealism,1788,"yet they also make it necessary for the creature to make this love viz., mere love for the law (since this law would then cease to be a command, and since morality, which would now subjectively pass over into holiness, would cease to be virtue) the constant though unattainable goal of his endeavor.",modern
german_idealism,1788,"for in what we highly esteem but yet dread (because of the consciousness of our weaknesses), the greater ease in satisfying it results in the reverential dread's being transformed into fondness, and respect into love; at least this would be the perfection of an attitude devoted to the law, if it were ever possible for a creature to attain it.",modern
german_idealism,1788,"this consideration is aimed not so much at bringing the just cited gospel command to distinct concepts in order to restrain or, if possible, forestall religious fanaticism in regard to the love of god, but at accurately determining the moral attitude directly in regard to our duties toward human beings as well, and to restrain or, if possible, forestall a merely moral fanaticism that infects many minds.",modern
german_idealism,1788,"but if one wants to present these actions to someone as examples to be followed, then what one must use throughout as the incentive is respect for duty (the only genuine moral feeling): this serious, holy precept that does not leave it to our vain self love to dally with pathological impulses (insofar as they are analogous to morality) and to credit ourselves with meritorious worth.",modern
german_idealism,1788,"and one can, without being hypocritical, say quite truthfully about the moral teaching of the gospel that, by the purity of its moral principle but at the same time by the appropriateness of this principle to the limits of finite beings, it first subjected all good conduct of human beings to the discipline of a duty laid before their eyes which does not let them ro among fancied moral perfections and set limits of humility (i.e., of self cognition) to self conceit as well as to self love, both of which readily fail to recognize their bounds.",modern
german_idealism,1788,"has not every even moderately honest man sometimes found that he abstained from an otherwise harmless lie by which he could either have extricated himself from an irksome transaction or even procured a benefit for a beloved and deserving friend, merely in cf.",modern
german_idealism,1788,"ak. also the metaphysics of morals, ak. also on a supposed right to lie out of love of humankind ber ein vermeintes recht, aus menschenliebe zu gen),",modern
german_idealism,1788,"(which means love of wisdom) while yet at the same time sufficing to comprise under the name of philosophy also the love of science and thus of all of reason's speculative cognition insofar as it is useful to reason for that conce as well as for the practical determining basis, and would nonetheless keep us from losing sight of the main purpose on account of which alone it can be called doctrine of wisdom.",modern
german_idealism,1788,"if the latter (to speak in the human manner) makes him worthy of love, then he is by the former an object of worship (adoration).",modern
german_idealism,1788,"even human beings can through beneficen indeed acquire love, but through it alone they can never acquire respect, so that the greatest beneficence does them hon only by being exercised in accordance with worthiness.",modern
german_idealism,1788,"in the deutsches museum, february there is a treatise by a very fine and bright mind,a the late wizenmann,h whose early death is to be lamented, in which he disputes our authority to make an inference from a need to the objective reality of its object; and he elucidates his pointc by the example of a man in love, who, having become infatuated with an idea of beauty that is merely his own chimera, wanted to infer that such an object actually exists somewhere.",modern
german_idealism,1788,"if we can bring into our action anything flattering concerning the meritorious, then the incentive is already somewhat mixed with love for oneself and therefore has some assistance from the side of sensibility.",modern
german_idealism,1790,"a violet colour is to one soft and lovely, but to another dull and faded.",modern
german_idealism,1790,", intelligent savoyard peasant (as herr von saussure relates) unhesitatingly called all lovers of snow mountains fools.",modern
german_idealism,1790,"the beautiful prepares us to love something, even nature, apart from any interest: the sublime to esteem something highly even in opposition to our (sensuous) interest.",modern
german_idealism,1790,"hence it follows that the intellectual and intrinsically purposive (moral) good, estimated aesthetically, instead of being represented as beautiful, must rather be represented as sublime, with the result that it arouses more a feeling of respect (which disdains charm) than of love or of the heart being drawn towards it for human nature does not of its own proper motion accord with the good, but only by virtue of thedominion which reason exercises over sensibility.",modern
german_idealism,1790,"falsehood, ingratitude, injustice, the puerility of the ends which we ourselves look upon as great and momentous, and to attain which we in?ict upon our fellow human beings all imaginable evils these all so contradict the idea of what people might be if they only would, and are so at variance with our active wish to see them better, that, to avoid hating where we cannot love, it seems but a slight sacrifice to forgo all the joys of fellowship with our kind.",modern
german_idealism,1790,"the beautiful, which he grounds on love (from which, still, he would have desire kept separate), he reduces to 'the relaxing, slackening, and enervating of the fibres of the body, and consequently a softening, a dissolving, a languor, and a fainting, dying, and melting away for pleasure'.",modern
german_idealism,1790,"it has been with the best intentions that those who love to see in the ultimate end of humanity, namely the morally good, the goal of all activities to which human beings are impelled by the inner bent of their nature, have regarded it as a mark of a good moral character to take an interest in the beautiful generally.",modern
german_idealism,1790,"one who alone (and without any intention of communicating his observations to others) regards the beautiful form of a wild ?ower, a bird, an insect, or the like, out of admiration and love of them, and being loath to let them escape him in nature, even at the risk of some misadventure to himself so far from there being any prospect of advantage to him such a one takes an immediate, and in fact intellectual, interest in the beauty of nature.",modern
german_idealism,1790,"in this connexion, however, it is of note that were we to play a trick on our lover of the beautiful, and plant in the ground artificial ?owers (which can be made so as to look just like natural ones), and perch artfully carved birds on the branches of trees, and he were to find out how he had been deceived, the immediate interest which these things previously had for him would at once vanish though, perhaps, a different interest might intervene in its stead, that, namely, of vanity in decorating his room with them for the eyes of others.",modern
german_idealism,1790,"or, again, as to things of which examples occur in experience, eg death, envy, and all vices, as also love, fame, and the like, transgressing the limits of experience he attempts with the aid of an imagination, which in reaching for a maximum emulates the precedent of reason, to present them for the senses with a completeness of which nature affords no parallel; and it is in fact precisely in the poetic art that the faculty of aesthetic ideas can show itself to full advantage.",modern
german_idealism,1790,"we may regard it as a favo that nature has extended to us, that besides giving us what is useful it has dispensed beauty and charms in such abundance, and for this we may love it, just as we view it with respect because of its immensity, and feel ourselves ennobled by such contemplation just as if nature had erected and decorated its splendid stage with this precise purpose in its mind.",modern
german_idealism,1790,"in its absence, and with the obstacles that ambition, love of power, and avarice, especially on the part of those who hold the reins of authority, put in the way even of the possibility of such a scheme, war is inevitable.",modern
german_idealism,1790,speculation or the practical rules of prudence based upon the principle of self love.,modern
german_idealism,1781,"baron von zedlitzi a a a gracious lord, to further for one's own part the growth of the sciences is to labor in your excellency's own interest; for the former is most inwardly bound up with the latter, not only through the exalted post as a protector of the sciences, but also through the more intimate relationshipb of a lover and an enlightened connoisseur.",modern
german_idealism,1781,"a bv a gracious lord, to further for one's own part the growth of the sciences is to labor in your excellency's own interest; for the former is most inwardly bound up with the latter, not only through the exalted post as a protector of the sciences, but also through the more intimate relationshipb of a lover and an enlightened connoisseur.",modern
german_idealism,1781,"yet this was also not the intent of our reason's natural vocation; and the duty of philosophy was to abolish the semblance arising from misinterpretation, even if many prized and beloved delusions have to be destroyed in the process.",modern
german_idealism,1781,"ve can therefore be sure that however obstinate or disdainful they may be who know how to judge a science not in accord with its nature, but only from its con tingent effects, we will always return to metaphysics as to a beloved from whom we have been estranged, since reason, because essential ends are at issue here, must work without respite either for sound in sight or for the destruction of good insights that are already to hand.",modern
german_idealism,1798,"(consider, for example, the drives of sympathy, pity, and philanthropic love: we will see in due course that these drives are manifestations of the ethical drive, though they are mixed with the natural drive just as the ethical drive is always mixed with another drive.",modern
german_idealism,1798,"here we arrive for the first time at a proposition that, from this point on, will regulate all our positive duties toward others: demonstrate just as much concern for the well being of each of your neighbors as you do for your own well being; love your neighbor as yourself.",modern
german_idealism,1798,"the other person is not supposed to do what is right on the basis of some error, but ought to do it out of love for the good.",modern
german_idealism,1798,"he ought to hate the wrongdoing and to prevent it because it is immoral, and by no means for the sake of the action as in september immanuel kant had published in a berlin journal a brief essay entitled, 'on an alleged right to lie from philanthropic love.'",modern
german_idealism,1798,"fichte's term 'pathognomic love' pathognomisch lieb is the equivalent of the term, 'pathological love,' a term that is to be found in kant and others.",modern
german_idealism,1798,both terms signify a form of love that is based on feeling rather than upon respect grounded in reason.,modern
german_idealism,1798,but i have to be certain before my own conscience that this priority that i assign to saving my own property is actually based on a feeling of duty and not at all upon self love.,modern
german_idealism,1798,"this provides us with an occasion to talk about love for one's enemies, a subject concerning which, taken by itself, nothing particular would need to be said, since, as we will see, all that needs to be said about this is already contained in the universal principles already established.",modern
german_idealism,1798,"pathognomic love, that is, the specific attraction toward one person or another, is not an ethical matter, but is something purely natural.",modern
german_idealism,1798,such love ought not to be and is not permitted to become an incentive for our actions.,modern
german_idealism,1798,there is virtual unanimity that this is not the sort of love we are commanded to have for our enemies.,modern
german_idealism,1798,"if some people say that such love for one's enemies is not commanded simply because it is not possible, then it is only the reason they offer for this conclusion and not the conclusion itself that is wrong.",modern
german_idealism,1798,why should such love not be possible?,modern
german_idealism,1798,the only reason this sort of love is not commanded is because it is not ethical at all and is not subject to our free and arbitrary will but is instead based purely on a natural drive.,modern
german_idealism,1798,"but it is also an error to assert, from the other side, that what is commanded by this command to love one's enemy is not any inner disposition gesinnung toward the enemy, but only some external action: that one simply ought to act as if one loved the enemy, regardless of how one might feel about him in one's heart.",modern
german_idealism,1798,i ought to love him;.e.,modern
german_idealism,1798,and i ought to demonstrate this love through my deeds;.e.,modern
german_idealism,1798,"sensible pleasure sinnenlust can be loved, sought after, and desired, and one can feel delight in its enjoyment; but one never can respect it; this affect of respect has no application whatsoever to sensible pleasure.",modern
german_idealism,1798,"just as soon as the affect of respect has been developed through something outside of us, the drive to self respect becomes just as ineradicable from human nature as is self love.",modern
german_idealism,1798,but helv tius maintains in de l'esprit that self love alone governs all human pursuits.,modern
german_idealism,1798,here we are not talking about crudely natural human beings the cultivation of whom we have already discussed above who does not sometimes perform actions that cannot be explained on the basis of the mere principle of egotistic self love or on the presupposition that others act upon this principle.,modern
german_idealism,1798,"we still have to add another remark, this one concerning the matter or content of the will with regard to the particular duties, and this will also provide us with a criterion that will allow anyone to recognize whether or not he satisfies his obligations to his estate out of a love for duty, to wit:",modern
german_idealism,1798,such a drive is called love.,modern
german_idealism,1798,love is nature and reason in their most original union.,modern
german_idealism,1798,"one cannot say that it is a woman's duty to love, because love includes within itself a natural drive that does not depend on freedom.",modern
german_idealism,1798,but one can say that where there is even the slightest predisposition toward morality the natural drive cannot appear other than in the shape of love.,modern
german_idealism,1798,"in contrast, female purity and chastity, which consists precisely in her sexual drive never manifesting itself as such but only in the shape of love, is the source of everything noble and great in the female soul.",modern
german_idealism,1798,"if a woman submits to a man out of love, from this there arises with moral necessity a marriage.",modern
german_idealism,1798,"her surrender occurs out of love, and this can coexist with morality only on the presupposition that she has lost herself completely both her life and her will, without holding back anything whatsoever to her loved one, and that she could not exist except as his.",modern
german_idealism,1798,"the concept of marriage (in the sense just indicated) is already contained in the mere concept of love, and to say that a moral woman can give herself only to love is the same as saying that she can give herself only under the presupposition of a marriage.",modern
german_idealism,1798,"female purity remains even in marriage, and only in marriage does it remain unblemished: the woman always gives herself only from love, and even the natural drive of the man, which he otherwise might very well permit himself to avow, receives a different shape; it becomes love in return.",modern
german_idealism,1798,"the woman can never cease to depend entirely on her husband nor to lose herself in him without holding anything back, for otherwise she relinquishes her dignity in her own eyes and has to believe that what motivated her to subjugate herself to her husband was her own sexual drive, since it could not have been love.",modern
german_idealism,1798,"the human character has several sides, and its most noble ones are precisely those that can be developed only in marriage: the woman's devoted love; the man's magnanimity, which sacrifices everything for his companion; the necessity of being worthy of honor, if not for one's own sake, then for that of one's spouse; true friendship friendship is possible only in marriage, but there it ensues necessarily paternal and maternal feelings, and so on.",modern
german_idealism,1798,"to be sure, no woman can be told, 'you ought to love,' and no man can be told, 'you ought to be loved and to love in return,' because this is something that does not depend entirely upon freedom.",modern
german_idealism,1798,"as in the case of love, one can hardly say that maternal compassion is a duty; instead, it necessarily arises from the original union of the natural drive with reason.",modern
german_idealism,1798,"one can, however, say of both love and maternal compassion that they condition the possibility of all morality.",modern
german_idealism,1798,"disregarding everything that is brought about by our civil constitution, public opinion, the power of imagination, and the like, the father's love of his child is only an indirect or mediated love.",modern
german_idealism,1798,it arises from his love for the child's mother.,modern
german_idealism,1798,"conjugal tenderness makes it a joy and a duty for him to share in the sensations of his spouse, and this is how love for his child and care for its preservation arise in the father.",modern
german_idealism,1798,"in accordance with the necessary concepts of free beings, freedom also pertains to well being; and, since the parents love their child and therefore desire its well being, they could not wish to rob it of freedom as such.",modern
german_idealism,1798,"just as one cannot say that love or a woman's compassion is a duty, so one cannot say that this childlike obedience is a duty; but such obedience issues from a predisposition toward morality as such and toward a dutiful disposition.",modern
german_idealism,1798,"moreover, if the children are treated right then such obedience will occur all by itself, for it can be based on nothing but respect and submissiveness before superiority of mind and morality a superiority that is as yet not comprehended, but only obscurely felt along with a love of such superiority of mind and morality and a desire to share in it as well.",modern
german_idealism,1798,"it is hardly necessary to point out explicitly that the scholar's way of thinking can be called moral with respect to its form only if he actually devotes himself to the sciences out of a love of duty and with the insight that, in devoting himself to science, he is satisfying a duty toward humanity.",modern
german_idealism,1798,the proper virtue of the scholar is a strict love of truth.,modern
german_idealism,1798,"so too is it the office of the teacher of the people to instruct the community regarding the determinate application of the concept of duty, the love of which he rightly presupposes in them.",modern
german_idealism,1817,"and also, what an infinite host of images, actions, situations, etc. are epitomized in the representation of god, or of love, etc.,",modern
german_idealism,1817,"just as it has been called free power, it could also be called free love and boundless blessedness, for it relates to that which is distinct from it as to itself; in it, it has returned to itself.",modern
german_idealism,1817,"the sex relation falls under this schema, and the schema also constitutes the formal basis for the spiritual relations of love, friendship, and the like.",modern
german_idealism,1807,"to help bring philosophy closer to the form of science, to the goal where it can lay aside the title 'love of knowing' and be actual knowing that is what i have set myself to do.",modern
german_idealism,1807,"if, namely, the true exists only in what, or better as what, is sometimes called intuition, sometimes immediate knowledge of the absolute, religion or being not at the centre of divine love but the being of the divine love itself",modern
german_idealism,1807,"the 'beautiful', the holy', the 'eternal', 'religion', and 'love' are the bait required to arouse the desire to bite; not the notion, but ecstasy, not the cold march of necessity in the thing itself, but the ferment of enthusiasm, these are supposed to be what sustains and continually extends the wealth ofsub stance.",modern
german_idealism,1807,"such minds, when they give themselves up to the uncontrolled ferment of (the divine substance, imagine that, by drawing a veil over selfconsciousness and surrendering understanding they become the beloved of god to whom he gives wisdom in sleep; and hence what they in fact receive, and bring to birth in their sleep) is nothing but dreams.",modern
german_idealism,1807,"thus the life of god and divine cognition may well be spoken ofas a disporting of love with itself; but this idea sinks into mere edification, and even insipidity if it lacks the seriousness, the suffering the patience, and the lahoqf of thene.gative.",modern
german_idealism,1807,"god is the eternal, the moral world order, love, and so on.",modern
german_idealism,1807,another celebrated commandment is: 'love thy neighbour as thyself.',modern
german_idealism,1807,"i tis directed to the individual in his relationship with other individuals and asserts the commandment as a relationship between two individuals, or as a relationship of feeling actiy love =for love that does not act has no existenceand is thereforehargly intended here",modern
german_idealism,1807,"for this purpose i have to distinguish what is bad for him, what is the appropriate good to counter this evil, and what in general is good for him; ie i must love him intelligently.",modern
german_idealism,1807,unintelligent love will perhaps do him more harm than hatred.,modern
german_idealism,1807,"the action of the state is, moreover, great a power that, if the action of the individual were to opposeit, and either were intended to be a downright, explicitly criminal act, or the individual out of love for someone else wanted to cheat the universal out of its right, and its share in the action, such an action would be altogether useless and inevitably frustrated.",modern
german_idealism,1807,"every other relationship to him which does not remain one simply of love but is ethical, belongs to human law and has the negative significance ofraising the individual above his confinement within the natural community to which he in his natural existence belongs.",modern
german_idealism,1807,"just as the individual divine man has a father in principle and only an actual mother, so too the universal divine man, the community, has for its father its own doing and knowing, but for its mother, eternal love which it only feels, but does not behold in its onsciousness;is an actual, imrnediateohject.",modern
german_idealism,1807,but as identical with it in its love.,modern
german_idealism,1820,"these principles identify what is right with subjective ends and opinions, with subjectivefeeling and particular partikuliire conviction, and they lead to the destruction of inner ethics and the upright conscience, of love and right among private persons, as well as the destruction of public order and the laws of the state.",modern
german_idealism,1820,"for by declaring the cognition of truth to be a futile endeavour, this self styled philosophizing has reduced all thoughts and all topics to the same level, just as the depotism of the roman emperors ret/loved all distinaions between patricians and slaves, virtue and vice, honour and dishonour, and knowledge ket/ntnis and ignorance.",modern
german_idealism,1820,but we already possess this freedom in the form of feeling empfilldllllg for example in fiiendshij and love.,modern
german_idealism,1820,"the content of this science can be expounded, with reference to all its individual moments su(::h as right, property, morality, family, the state, etc., in the following form: man has by nature and also a drive towards property and and also a drive towards sexual love, a drive towards a drive towards right, morality, sociability, etc.",modern
german_idealism,1820,"the father was consequently in legal, although he also stood in the ethi cal relation of love to them (which must, of course, have been greatly weakened by the wrong referred to above).",modern
german_idealism,1820,"its more specific shapes include love, the romantic, the eternal salvation of the ?",modern
german_idealism,1820,"'at the subjective right of self consciousness to know an action in its detennination as either good or evil in and for itself must not be thought of as colliding with the absolute right of the objectivity of this detennination in such a way that the two are represented as separable, and trallslator's note: 'they will all be damned, these half sinners who retain some love of virtue.",modern
german_idealism,1820,"the family the family, as the immediate sztbstantiality of splot, has as its determination the spirit's feeling empfindullg of its own unity, which is love.",modern
german_idealism,1820,"love means in general the consciousness of my unity with another, so that i am not isolated on my own for michl, but gain my self consciousness only through the renunciation of my independent existence meitles",modern
german_idealism,1820,but love is a feeling,modern
german_idealism,1820,"the first moment in love is that i do not wish to be an independent person in my own right for miclz and that, if! were, i would feel deficient and incomplete.",modern
german_idealism,1820,"love is therefore the most immense contradiction; the understanding cannot resolve it, because there is nothing more intractable than this punctiliousness of the self consciousness which is negated and which i ought nevertheless to possess as affirmative.",modern
german_idealism,1820,love is both the production and the resolution of this contradiction.,modern
german_idealism,1820,"on the other hand, love is itself a feeling emp zd lg subjective in character, and unity cannot assert itself against it.",modern
german_idealism,1820,"and ffv but secm/dly, in self consciousness, the of the natural sexes, which was merely lward (or had being only itself) and whose existence exis lz was for this very reason merely external, is transformed into a spiritual union, into self conscious love.",modern
german_idealism,1820,"a third and equally unacceptable notion is that which simply equates marriage with love; for love, as a feeling",modern
german_idealism,1820,"marriage should therefore be defined more precisely as rightfully ethical rech/liell sit/lielle love, so that the transient, capricious, and purely subjective aspects of love are excluded from it.",modern
german_idealism,1820,"at one extreme, the initial step is taken by well intentioned parents, and when the persons destined to be united in love get to know each other as destined partners, a mutual inclination results.",modern
german_idealism,1820,"but in those modem dramas and other artistic presentations in which love between the sexes is the basic interest, we encounter a pervasive element of frostiness which is brought into the heat of the passion such works portray by the total cot/tillgetlcy associated with it.",modern
german_idealism,1820,"in modern times, on the other hand, the subjective origin of marriagej, the state o/being in love, is regarded as the only important factor.",modern
german_idealism,1820,"here, it is imagined that each must wait until his hour has struck, and that one can give one's love only to a specific individual.",modern
german_idealism,1820,"the ethical aspect of marriage consists in the consciousness of this union as a substantial end, and hence in love, trust, and the sharing of the whole ofindividual existence existetlz.",modern
german_idealism,1820,it is a further abstraction if the divine and substantial is separated from its existence daseill empfilldtmg and the consciousness categorized fixiert as what is falsely in such a way that feeling of spiritual unity are called platollic love.,modern
german_idealism,1820,"lebendigkeit is thereby put in its ethical context verhiiltnis as an accidental consequence belonging to the external existence of the ethical bond, which may even consist exclusively in mutual love and support.",modern
german_idealism,1820,"or indeed, it is the merely positive, arbitrary enactment of a civil or ecclesiastical precept, which is not only indifferent to the nature of marriage, but also in so far as the emotions are inclined by this precept to attach a value to the formal conclu sion of marriage and to regard it as a condition which must be fulfilled before the partners can commit themselves totally to each other brings disunity into the disposition of love and, as an alien factor, runs counter to the inwardness of this union.",modern
german_idealism,1820,"although such an opinion claims to impart the highest conception of the freedom, inwardness, and perfection of love, it in fact denies the ethical character of love, that higher suppression and subordination of mere natural drive which is already naturally present in shame and which the more determinate spiritual consciousness raises to chastity and purity zucht.",modern
german_idealism,1820,"sed with, on the grounds that love is the substantial element and that its value may even be diminished by this celebration.",modern
german_idealism,1820,these writers represent the physical surrender as necessary in order to prove the freedom and intensity of love an argument with which seducers are not unfamiliar.,modern
german_idealism,1820,a girl's vocation bestimlll lgj consists essentially only in the marital relationship; what is therefore required is that love translator's note:,modern
german_idealism,1820,"i' 'f i. should assume the shape of marriage, and that the different moments which are present in love should attain their truly rational relation to each other.",modern
german_idealism,1820,"when a marriage takes place, a new family is constituted, and this is self sufficient for itself in relation to the kinship groups or houses from which it originated; its links with the latter are based on the natural blood relationship, but the new family is based on ethical love.",modern
german_idealism,1820,"the unity of marriage, which in substance is merely inwardness and disposition but in existence als existieretzd is divided between the two subjects, itself becomes in the children an existence eine existenz which has beingfor itself, and an object gegenstand which they ie the parents love as their love and their substantial existence dasehz.",modern
german_idealism,1820,"the relation of love between man and wife is not yet an objective one; for even if this feeling empfindllllg is their substantial unity, this unity does not yet possess objectivity gegenstiindlichkeit.",modern
german_idealism,1820,"in the child, the mother loves her husband and he his wife; in it, they see their love before them.",modern
german_idealism,1820,whereas their unity is present in their shared resources only as in an external thing sadie it is present in their children in a spiritual form in which the parents are loved and which they love.,modern
german_idealism,1820,"as far as their relationship with the family is concerned, their upbringing has the positive determination that, in them, the ethical is given the form of immediate fieling empfindung which is still without opposition, so that their early emotional life may be lived in this context as the basis of ethical life, in love, trust, and obedience.",modern
german_idealism,1820,"as a child, the human being must have lived with his parents in a circle oflove and trust, and the rational must appear in him as his own most personal ei lste subjectivity.",modern
german_idealism,1820,"it should be noted that, on the whole, children love their parents less than their parents love them, for the children are increasingly independent and gain in strength, thereby leaving their parents behind them, whereas the parents possess in their children the objective and concrete form die objektive gegetlstiitldlichkeit of their union.",modern
german_idealism,1820,"the simple direct arbitrariness of the deceased cannot be made the principle of the right to make a will, especially if it is opposed to the substantial right of the family; for the love and veneration of the family for its former member are primarily the only guarantee that his arbitrary will will be respected after his death.",modern
german_idealism,1820,"love, the ethical moment in marriage, is, as love, a feeling empfindlmg for actual individuals in the present, not for an abstraction.",modern
german_idealism,1820,"this is accompanied by the restriction beschriinklmg of sexual love to marriage, and the marriage bond is in tum'ex!ended to become a lasting and inherently in sich universal union, while need becomes care for the family and possession becomes family property.",modern
german_idealism,1820,"while right comes into existence das primarily in the form of being posited, it also comes into existence in tenns of lfent when it is applied to the material of civil society to its relationships and varieties of property and contracts in their endlessly increasing diversity and complexity and to ethical relationships based on emotion, love and trust",modern
german_idealism,1820,"in the higher relationships of marriage, love, religion, and the state, only those aspects which are by nature capable of having an external dimension can become the object of legislation.",modern
german_idealism,1820,"for example, the chinese state has a law to the effect that a husband must love his first wife more than his other wives.",modern
german_idealism,1820,"the subjective aspect of poverty, and in general of every kind of want to which all individuals are exposed, even in their natural environ ment, also requires subjective help, both with regard to the particular circumstances and with regard to emotion and love.",modern
german_idealism,1820,"when complaints are made about that luxury and love of extrava gance of the professional fgewerbetreibenden classes which is associated with the creation of a rabble (see, we must not overlook, in addition to the other causes of this phenomenon (e.g. the increasingly mechanical nature of etlzical basis as implied in what has been said above.",modern
german_idealism,1820,but more than this: love your neighbour and serve him where you can.',modern
german_idealism,1820,as unworthy of love and the freedom of feeling.,modern
german_idealism,1820,"consideration of ends, grounds, and utilities let alone from emotionality, love, and enthusiasm but only from the con cept; and it is also to be hoped that those who believe that the divine is incomprehensible and that cognition of the truth is a futile nichtiges enterprise will take no further part in the discussion.",modern
german_idealism,1820,"this is a highly important determination which, if understood in its true sense, could rightly be regarded as the guarantee of public freedom; but it is also an idea vorstel zg of which those very people who believe that they speak out of love and enthusiasm know nothing and wish to know nothing, for it is in this very idea that the moment of rational determinacy lies.",modern
german_idealism,1820,"such factors as the love of the people, character, oaths, coercion, etc. may be regarded as subjective guarantees; but when we are dealing with the constitution, we are concerned solely with objective guarantees or institutions, ie ,vith organi cally linked and mutually conditioning moments.",modern
german_idealism,1820,"it is likewise independent of the favour of the executive power and of the masses, and is even protected against its own arbitra ess by the fact that those members of this estate who are called to this vocation bestimmzmg do not have the same right as other citizens either to dispose freely of their entire property or to know that it will pass on to their children in proportion to the equal degree of love that they feel for them.",modern
german_idealism,1820,"the inwardness of this principle is the as yet abstract reconcili ation and resolution of all opposition, and it exists in feeling empfindwlg as faith, love, and hope.",modern
communism,1883,"we see then, commodities are in love with money, but the course of true love never did run smooth.",modern
communism,1883,"it was, therefore, quite in order that the virgins, who, at the feast of the goddess of love, gave themselves up to strangers, should offer to the goddess the piece of money they received.",modern
communism,1883,"that the love of lucre induces an easy belief in such miracles, and that sycophant doctrinaires are never wanting to prove them, is vouched for by the following incident of historical celebrity.",modern
communism,1883,"these were the same unctuous free traders, perspiring with the love of humanity, who for full years, during the anti corn law agitation, had preached to the operatives, by a reckoning of pounds, shillings, and pence, that with free importation of corn, and with the means possessed by english industry, hours' labour would be quite enough to enrich the capitalists.",modern
communism,1883,"these gangs will sometimes travel many miles from their own village; they are to be met morning and evening on the roads, dressed in short petticoats, with suitable coats and boots, and sometimes trousers, looking wonderfully strong and healthy, but tainted with a customary immorality and heedless of the fatal results which their love of this busy and independent life is bringing on their unfortunate offspring who are pining at home.",modern
communism,1883,"during this transition period, when the use of machinery is a sort of monopoly, the profits are therefore exceptional, and the capitalist endeavours to exploit thoroughly the sunny time of this his first love, by prolonging the working day as much as possible.",modern
communism,1883,"this industry, according to the classification of the children's employment commission, comprises straw hat makers, ladies' hat makers, cap makers, tailors, milliners and dressmakers, shirt makers, corset makers, glove makers, shoemakers, besides many minor branches, such as the making of neck ties, collars, andc.",modern
communism,1883,"the number of males employed in england and wales, in hat making, shoemaking, glove making and tailoring was of these under years, between and and over years.",modern
communism,1883,"ricardo originally was also of this opinion, but afterwards expressly disclaimed it with the scientific impartiality and love of truth characteristic of him.",modern
communism,1883,"in glove making and other industries where the condition of the work people is hardly distinguishable from that of paupers, this does not occur.",modern
communism,1883,"in the celebrated livre des tiers of etienne boileau, we find it prescribed that a journeyman on being admitted among the masters had to swear to love his brethren with brotherly love, to support them in their respective trades, not wilfully to betray the secrets of the trade, and besides, in the interests of all, not to recommend his own wares by calling the attention of the buyer to defects in the articles made by others.",modern
communism,1883,"the trades proposed to be brought under the act were the following: lace making, stocking weaving, straw plaiting, the manufacture of wearing apparel with its numerous sub divisions, artificial flower making, shoemaking, hat making, glove making, tailoring, all metal works, from blast furnaces down to needleworks, andc.",modern
communism,1883,"domestic workshops, where only members of the family are employed, in the family dwelling: still more elastic regulations and simultaneously the restriction that the inspector may, without special permission of the ministry or a court, enter only rooms not used also for dwelling purposes; and lastly unrestricted freedom for straw plaiting and lace and glove making by members of the family.",modern
communism,1883,classical economy always loved to conceive social capital as a fixed magnitude of a fixed degree of efficiency.,modern
communism,1883,"taking the usurer, that old fashioned but ever renewed specimen of the capitalist for his text, luther shows very aptly that the love of power is an element in the desire to get rich.",modern
